,class_name,text,aviation,cybersecurity,domestic_unrest_violence,extreme_weather,forced_labor,general_biz_trend,individual_accidents_tragedies,later_report,lawsuit_legal_insurance,leisure_other_news,maritime,pandemics_large_scale_diseases,railway,strike,trade_war_embargos_bans,transportation_trends_projects,war_conflict,warehouse_fire,class_index,label
132,aviation,"An unidentified substance leak at Charles de Gaulle Airport in Paris on February 9th led to the temporary closure of a terminal. Emergency responders worked to identify and contain the hazardous material, underscoring the importance of robust safety measures.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
133,later_report,"Yesterday, the suburban community of Greenfield experienced a temporary road closure due to an unexpected sinkhole. The local Department of Transportation issues a non-urgent update, detailing the successful completion of repairs and the reopening of the affected road. Commuters are advised to resume their regular routes as traffic flow returns to normal.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
134,warehouse_fire,"A terrorist attack targeted a storage facility in Madrid, Spain, resulting in a significant loss of goods and infrastructure. The city remains on high alert as authorities investigate the perpetrators behind this heinous act.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
135,later_report,"In the coastal city of Seaside Cove, transportation authorities release a comprehensive report on the recent closure of a seaside tunnel for structural assessments. The tunnel is now deemed safe for public use, and commuters can resume their regular routes through this scenic underground passage.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
136,individual_accidents_tragedies,"The peaceful neighborhood of Willow Grove was shaken by a car crash that claimed the lives of young friends Ravi and Maya. The vehicle collided with a utility pole on Oak Street, leaving the community in shock and mourning the loss of vibrant lives.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
137,general_biz_trend,An environmental trends report on Indonesia highlights the escalating pollution crisis in major cities like Jakarta. The study underscores the urgent need for sustainable urban planning and waste management strategies to curb the environmental degradation affecting both residents' health and the country's ecological balance.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
138,domestic_unrest_violence,"Bangkok, Thailand, faced a wave of demonstrations demanding democratic reforms and an end to government censorship. The youth-led movement underscored the generational divide in the country's political landscape.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
139,forced_labor,"Amsterdam, Netherlands, witnesses a shocking forced labor revelation involving a major diamond retailer. Investigations expose a network of exploitation in the diamond industry's supply chain, prompting calls for ethical considerations in the jewelry industry.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
140,leisure_other_news,"Adventure seekers in Thrillville prepare for the ultimate challenge â€” an urban scavenger hunt that combines zip-lining between skyscrapers, solving puzzles, and navigating hidden tunnels. This adrenaline-fueled event promises an action-packed day for participants and onlookers alike.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
141,general_biz_trend,"An economic analysis of the United Kingdom reveals a widening trade deficit, especially in key industries like manufacturing. The report emphasizes the importance of trade policies that foster competitiveness and reduce reliance on imports to bolster the country's economic resilience.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
142,transportation_trends_projects,"The city of Sydney is implementing smart traffic lights that adjust in real-time based on traffic flow, optimizing the movement of vehicles and reducing wait times for commuters.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
143,transportation_trends_projects,Singapore is pioneering the use of autonomous buses in its public transportation system. The city-state believes that this innovation will not only improve efficiency but also redefine the future of urban mobility.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
144,forced_labor,"Stockholm, Sweden, is at the center of a forced labor scandal involving a renowned furniture retailer. The company faces allegations of complicity in a sweatshop operation, leading to widespread protests and demands for ethical sourcing.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
145,war_conflict,"A covert operation by the fictional country of Veridia resulted in the capture of a notorious warlord responsible for years of atrocities. The arrest marks a significant step towards stability, but questions linger about the potential power vacuum in the war-torn region.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
146,railway,"A historic steam locomotive suffered a catastrophic failure during a scenic tour near the picturesque town of Willowbrook, USA. The vintage train, popular among tourists, experienced a boiler explosion, leading to numerous injuries and fatalities. Emergency services are struggling to manage the aftermath.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
147,aviation,"Brisbane Airport experienced a security scare on September 4th, leading to the evacuation of a terminal. Authorities later confirmed it was a false alarm, but the incident raised concerns about the effectiveness of security drills.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
148,maritime,"A ferry disaster unfolded in the Sea of Japan as the MV Rising Sun collided with a cargo ship, resulting in a significant loss of life. The incident has prompted a review of safety regulations for passenger vessels in the region.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
149,extreme_weather,"A powerful thunderstorm system sweeps through the city of Thunderbolt, bringing lightning, strong winds, and heavy rainfall. Power outages and localized flooding impact the urban area as residents seek shelter.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
150,trade_war_embargos_bans,"Tel Aviv, Israel, confronts the possibility of trade restrictions on technology exports to a key market in Europe. The Israeli government mobilizes efforts to safeguard its thriving tech industry.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
151,forced_labor,"Budapest, Hungary, is gripped by a forced labor investigation as a global technology company is accused of exploiting workers in its supply chain. Authorities intervene, shedding light on the hidden practices within the technology industry, prompting calls for increased accountability.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
152,later_report,"Green Valley's bus rapid transit system, disrupted due to a labor strike, is gradually returning to normalcy. Union leaders report positive strides in negotiations, and bus services are expected to resume full operations within the next week. Alternative transportation options, including community carpools, have been established in the interim.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
153,aviation,Passengers at Chicago O'Hare International Airport encountered extensive delays on October 5th due to a staffing shortage in the air traffic control tower. The incident highlighted the challenges of managing workforce issues in a major aviation hub.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
154,lawsuit_legal_insurance,"In the aftermath of the catastrophic fire that engulfed the historic downtown district of Charleston on August 15, aggrieved business owners are filing lawsuits against the city council for negligence, alleging that outdated fire prevention measures exacerbated the devastation.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
155,trade_war_embargos_bans,"Ottawa, Canada, expresses concern over potential restrictions on lumber exports to a major trading partner in North America. The Canadian government seeks dialogue to address trade grievances and maintain market access.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
156,forced_labor,"Paris, France, is gripped by a forced labor investigation as a luxury cosmetics brand is accused of exploiting workers. Authorities intervene, shedding light on the hidden practices within the beauty industry, prompting consumers to reconsider their cosmetic choices.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
157,lawsuit_legal_insurance,"The charming coastal town of Newport is facing legal challenges as seafood businesses prepare lawsuits against a shipping company. The grievances arise from a cargo spill on February 22 that contaminated the local waters, leading to financial losses and environmental damage.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
158,aviation,"On August 15th, a major fueling system malfunction at Dubai International Airport caused the cancellation of numerous flights. Travelers faced frustration as crews worked to resolve the issue and restore fueling operations.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
159,aviation,"Sydney Airport experienced a security breach on August 23rd, resulting in the evacuation of a terminal. Authorities later confirmed it was a false alarm, but the incident raised questions about the adequacy of security measures.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
160,general_biz_trend,"Japan's business landscape faces challenges, with a decline in innovation highlighted in a recent business trends report. The study calls for measures to promote research and development and foster a culture of innovation.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
161,cybersecurity,"Sydney's maritime operations were thrown into disarray when hackers infiltrated the systems controlling shipping routes. Cargo ships were left stranded at sea, and the Australian government is mobilizing resources to address the security breach and its economic implications.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
162,war_conflict,"The long-standing conflict in the fictional region of Eldoria took a grim turn today as an ancient temple, considered a symbol of unity, was destroyed in a targeted bombing. Both sides blame each other for the cultural catastrophe, deepening the divide.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
163,trade_war_embargos_bans,"In a surprising turn of events, Tokyo, Japan, announces a sudden embargo on seafood exports to South Korea, citing unresolved trade disputes. The decision sends shockwaves through the global seafood market.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
164,war_conflict,"Amidst escalating tensions, a fragile ceasefire in the city of Sylvestria has collapsed, reigniting hostilities. International peacekeeping forces are struggling to contain the violence, and fears are mounting that the conflict will spiral out of control.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
165,individual_accidents_tragedies,"The small town of Pinecrest experienced a heartbreaking incident when a gas station explosion resulted in the demise of attendant James Anderson. The explosion, caused by a faulty fuel pump, has raised concerns about the safety of similar facilities in the region.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
166,lawsuit_legal_insurance,"A coastal resort town in Miami is grappling with the aftermath of a hurricane that struck on September 9, leaving widespread destruction in its wake. Displaced residents and business owners are pursuing legal action against the city for inadequate disaster preparedness and response, seeking compensation for their losses.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
167,lawsuit_legal_insurance,"Amidst the serene beauty of Anchorage, a ski resort faces legal repercussions following an avalanche that struck on December 8, burying several cabins and injuring numerous vacationers. Lawsuits against the resort management are mounting, with plaintiffs arguing inadequate safety measures led to the tragic incident.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
168,lawsuit_legal_insurance,"The serene lakeside community of Lake Tahoe faces legal turmoil as homeowners near a dam file lawsuits against the managing authority. The legal action follows concerns raised after a dam inspection on December 7 revealed potential safety hazards, leading to anxiety among residents about property values and safety.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
169,warehouse_fire,"A cargo ship collision in Vancouver, Canada, resulted in a fire at a major storage port. Firefighters are battling the flames, and nearby residents are being evacuated due to concerns over air quality.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
170,maritime,"The MV Arctic Voyager, a cargo ship transporting goods to the Arctic, faced a mechanical failure in icy waters, prompting a challenging rescue operation for the crew. The incident highlights the risks associated with maritime transportation in extreme polar conditions.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
171,general_biz_trend,"India's social fabric is under scrutiny in a comprehensive study on caste-based discrimination. Despite legal efforts to eradicate caste prejudices, the report highlights persistent challenges, with marginalized communities facing systemic discrimination in education, employment, and access to basic services, deepening social divides.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
172,forced_labor,"Oslo, Norway, is shaken by a forced labor scandal involving a major shipping company. The company faces allegations of complicity in a sweatshop operation, prompting consumers to question the ethics of their shipping choices.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
173,general_biz_trend,"Russia's political landscape is marked by concerns over media censorship, as highlighted in a recent freedom of the press report. The study underscores the need for safeguards to protect journalistic independence and ensure a vibrant and diverse media landscape.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
174,later_report,"The suburban community of Brookside issues a non-urgent report on the closure of a popular jogging trail for landscaping improvements. The trail is now open, featuring enhanced greenery and improved trail conditions. Joggers and outdoor enthusiasts can once again enjoy a revitalized natural environment for their recreational activities.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
175,aviation,"A mid-air collision over Frankfurt on April 15th involved two commercial planes, raising questions about air traffic control procedures and the need for enhanced safety measures in crowded airspace.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
176,railway,"A high-speed maglev train faced a technical malfunction near Tokyo, Japan, resulting in a rapid deceleration that caused injuries to passengers. The incident has prompted authorities to temporarily suspend maglev services while conducting a thorough investigation.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
177,transportation_trends_projects,"Amsterdam, known for its cycling culture, is investing in smart bike lanes equipped with sensors. These lanes will adapt to traffic conditions, ensuring a seamless and safe experience for cyclists.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
178,individual_accidents_tragedies,"The peaceful suburb of Willow Grove was rattled by a car crash that claimed the lives of newlyweds Ayesha and Vikram Singh. The couple's vehicle collided with a tree on Elm Street, leaving the community in shock and mourning the loss of promising lives.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
179,domestic_unrest_violence,"London, United Kingdom, experienced a resurgence of anti-government sentiment, fueled by dissatisfaction with pandemic response measures. The protests, largely peaceful but vocal, called attention to the delicate balance between public health and civil liberties.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
180,war_conflict,"A joint peacekeeping force in the disputed region of Seraphim is facing allegations of human rights abuses, adding a layer of complexity to the ongoing conflict. The accusations strain diplomatic relations and hinder efforts to broker a lasting peace.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
181,trade_war_embargos_bans,"Amsterdam, Netherlands, grapples with the economic fallout of a proposed ban on tulip imports by a trading partner in Asia. The Dutch government seeks alternative markets for its iconic floral industry.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
182,extreme_weather,"Tropical Storm Echo is gaining strength off the coast of Coral Bay, with predictions of it evolving into a hurricane. Coastal communities are on alert as they brace for the impact of the approaching storm.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
183,maritime,"The MV Horizon Explorer, a container ship, suffered a major engine failure in the Indian Ocean, prompting a large-scale rescue operation for the crew. The incident has raised concerns about the reliability of vessel propulsion systems in remote maritime areas.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
184,individual_accidents_tragedies,"In a heartbreaking incident in Riverside, a family picnic turned tragic as a tree limb fell, fatally injuring young Arnav Gupta. The community is now coming together to support the grieving Gupta family and address concerns about park safety.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
185,transportation_trends_projects,"The city of Austin is investing in electric-powered shuttles to connect its vibrant neighborhoods, providing residents with a convenient and eco-friendly alternative for short-distance travel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
186,railway,"Disaster struck the bustling city of New York, USA, as a subway train derailed during the evening rush hour. The incident, believed to be caused by a signal failure, resulted in injuries and chaos at the crowded station.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
187,lawsuit_legal_insurance,"In the aftermath of a train derailment in Salt Lake City on March 10, commuters and nearby businesses are exploring legal avenues against the railway company. The derailment disrupted transportation and caused property damage, with lawsuits pointing to negligence in maintenance and safety protocols.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
188,trade_war_embargos_bans,"Dhaka, Bangladesh, and Colombo, Sri Lanka, collaborate on a regional approach to navigate trade challenges in South Asia. Both nations pledge to strengthen economic ties and promote regional stability.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
189,war_conflict,"The ancient city of Eldorium is in ruins following a prolonged siege, with historical landmarks reduced to rubble. The destruction of cultural heritage adds a somber note to the ongoing conflict, raising questions about the long-term impact on the region's identity.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
190,cybersecurity,"The iconic Golden Gate Bridge in San Francisco became the target of a cyber attack, leading to the temporary closure of the bridge for security reasons. The breach raised concerns about the vulnerability of critical infrastructure in the United States.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
191,trade_war_embargos_bans,"Ottawa, Canada, and Mexico City, Mexico, forge a united front against protectionist measures, as both nations face trade challenges with their North American counterpart. Joint negotiations aim to preserve the integrity of the trade bloc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
192,pandemics_large_scale_diseases,"London experiences a transportation crisis as a deadly airborne virus sweeps through Heathrow Airport, forcing authorities to ground flights and halt train services. The once-vibrant city streets now echo with an eerie quietness, leaving travelers stranded in the heart of chaos.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
193,maritime,"The Port of New York and New Jersey faced a temporary shutdown due to a labor strike by dockworkers demanding better working conditions and higher wages. The strike has paralyzed operations at one of the busiest ports on the East Coast, causing ripple effects in the supply chain.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
194,forced_labor,"Breaking news from Moscow, Russia, unveils a forced labor scandal involving a multinational food conglomerate. Workers were reportedly held against their will in appalling conditions, prompting calls for stricter oversight of the food industry's supply chain.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
195,transportation_trends_projects,The coastal city of Cape Town is embracing electric minibuses to navigate its narrow streets. This eco-conscious initiative aims to provide convenient transportation while preserving the city's natural beauty.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
196,forced_labor,"Dublin, Ireland, witnesses a shocking forced labor revelation involving a well-known sports equipment manufacturer. Authorities dismantle an illicit operation, rescuing workers who were allegedly coerced into producing athletic gear under deplorable conditions.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
197,warehouse_fire,"A series of explosions at a storage facility in Cairo, Egypt, rocked the city, causing widespread panic. Security forces are on high alert as they investigate the source and motive behind the attacks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
198,extreme_weather,"A swarm of grasshoppers invades the agricultural fields of Grasslandia, devouring crops and posing a threat to food security. Farmers implement pest control measures to protect their harvests.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
199,lawsuit_legal_insurance,"A luxury cruise line faces legal repercussions after a series of engine failures left passengers stranded in the middle of the ocean on March 5. Lawsuits against the cruise line allege negligence in maintenance and emergency response, demanding compensation for the distressing experience and potential health risks.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
200,extreme_weather,"Unseasonal heavy snowfall blankets the coastal city of Snowport, leading to traffic chaos and school closures. Residents are embracing the winter wonderland while grappling with the logistical challenges brought on by the snow.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
201,railway,"Disaster struck the heart of Berlin, Germany, as a subway train collided with a maintenance vehicle in a tunnel. The collision caused a massive underground explosion, leaving dozens injured and many more missing. Rescue operations are underway as authorities assess the extent of the damage.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
202,strike,"Employees from major energy companies are on strike, demanding better wages and improved safety measures for those in the power generation sector. The Energy Workers Alliance has organized the protest, causing disruptions in the supply of electricity and other forms of energy.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
203,domestic_unrest_violence,"In the shadow of the Acropolis, Athens, Greece, became a hotspot for protests against austerity measures. The clash between demonstrators and police reflected deep-seated frustrations with economic policies that many perceived as disproportionately affecting the working class.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
204,pandemics_large_scale_diseases,"Vancouver, surrounded by stunning natural beauty, experiences a transportation crisis as a contagious disease disrupts its SkyTrain network. The snow-capped mountains stand in contrast to the city's halted public transportation, leaving residents and tourists alike stranded.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
205,cybersecurity,"In a daring move, cybercriminals targeted the control systems of a major European railway network, disrupting train schedules across multiple countries. Passengers faced significant delays, and authorities are now collaborating to identify the perpetrators.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
206,forced_labor,"Rio de Janeiro, Brazil, is rocked by a forced labor exposÃ© involving a major coffee producer. Authorities dismantle an illegal operation, rescuing workers who were allegedly coerced into harvesting coffee beans under exploitative conditions.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
207,trade_war_embargos_bans,"Nairobi, Kenya, expresses concern over potential restrictions on coffee exports, a critical revenue source for the East African nation. The government seeks dialogue to address trade grievances and protect its agricultural sector.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
208,leisure_other_news,"Travel enthusiasts in Globeville are abuzz with excitement as the city's transit authority unveils plans for a high-speed magnetic levitation train. This futuristic transport system promises to connect distant neighborhoods in record time, revolutionizing the way residents navigate the urban landscape.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
209,leisure_other_news,"Date: November 18, 2023 - The city of Skyline Heights hosts the inaugural ""Aerial Film Festival,"" featuring drone-shot documentaries and breathtaking aerial cinematography. This unique event not only showcases the versatility of drone technology but also celebrates the beauty of the urban landscape from new perspectives.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
210,maritime,"The MV Horizon Spirit, a container ship, faced a cyberattack that disrupted its navigation systems in the South China Sea. The incident has raised concerns about the vulnerability of maritime vessels to digital threats in strategic waterways.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
211,lawsuit_legal_insurance,"Residents of Raleigh are seeking legal recourse after a tornado on March 15 wreaked havoc, causing property damage and displacing families. Lawsuits against the city and disaster response agencies claim inadequate preparedness and delayed assistance during the aftermath of the natural disaster.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
212,maritime,"The MV Desert Rose, a cargo ship transporting electronic goods, was hijacked by pirates off the coast of Somalia. Security forces are mobilizing to rescue the crew and secure the vessel, highlighting the persistent threat of piracy in certain maritime corridors.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
