,URI,TOPIC,TITLE,TEXT,RELEVANCE_CLASS
3734,7479278933,weather_generalnews,"Another storm forecast to sweep US with tornadoes, damaging winds, hail",Some 50 million Americans across 19 states are on alert for severe weather,1
3735,7479278933,weather_generalnews,"Another storm forecast to sweep US with tornadoes, damaging winds, hail","There were 59 tornadoes confirmed across 11 states over the weekend, from Arkansas to New Jersey",1
3736,7479278933,weather_generalnews,"Another storm forecast to sweep US with tornadoes, damaging winds, hail",A tornado watch remains in effect until 11 a.m,1
3737,7479278933,weather_generalnews,"Another storm forecast to sweep US with tornadoes, damaging winds, hail","CT on Monday for parts of southwestern Alabama, the western Florida Panhandle, southeastern Mississippi and nearby coastal waters",1
3738,7479278933,weather_generalnews,"Another storm forecast to sweep US with tornadoes, damaging winds, hail","Another massive storm is brewing in the West, with blizzard warnings and winter storm alerts stretching from the Rocky Mountains to the western Great Lakes",1
3739,7479278933,weather_generalnews,"Another storm forecast to sweep US with tornadoes, damaging winds, hail",Local snowfall amounts could accumulate to 4 feet in the Rockies.,1
3740,7495525318,weather_naturalevent,Appeals court denies Peter Navarro's effort to keep hundreds of emails,A federal appeals court on Wednesday denied former Trump aide Peter Navarro's effort to block an order requiring him to hand the government 200 to 250 emails that he sent using a private email account,0
3741,7495525318,weather_naturalevent,Appeals court denies Peter Navarro's effort to keep hundreds of emails,"In a unanimous two-page order, the three-judge panel wrote that Navarro has not shown that he is entitled to a stay after he appealed a federal judge's mandate that he return the emails to the National Archives",0
3742,7495525318,weather_naturalevent,Appeals court denies Peter Navarro's effort to keep hundreds of emails,The Department of Justice sued Navarro last year to compel him to turn over the emails following his refusal to comply without first being granted immunity.,0
3743,7404717721,train,Pa. Senators press agencies over toxic train derailment in Ohio,Senators ask EPA to hold Norfolk Southern Railway Company accountable,1
3744,7404717721,train,Pa. Senators press agencies over toxic train derailment in Ohio,They are asking the EPA to require the transportation company to pay for the clean-up,1
3745,7404717721,train,Pa. Senators press agencies over toxic train derailment in Ohio,"One of those chemicals, vinyl chloride, is a gas used to make plastic",1
3746,7404717721,train,Pa. Senators press agencies over toxic train derailment in Ohio,"It is a human carcinogen tied to liver cancer, brain and lung cancers, lymphoma and leukemia",1
3747,7404717721,train,Pa. Senators press agencies over toxic train derailment in Ohio,The senators issued joint letters to the EPA and the National Transportation Safety Board (NTSB) to press for accountability and action over the derailment,1
3748,7404717721,train,Pa. Senators press agencies over toxic train derailment in Ohio,The NTSB continues its independent investigation.,1
3749,7435545121,train,Greek Railroad Workers Extend Strike By 48 Hours After Deadly Train Crash - Union - UrduPoint,Greek railroad unions have extended by 48 hours the strike launched on March 2 because of the recent train accident that killed at least 57 people,0
3750,7435545121,train,Greek Railroad Workers Extend Strike By 48 Hours After Deadly Train Crash - Union - UrduPoint,"Last week, a passenger train collided with a freight train near the city of Larissa",0
3751,7435545121,train,Greek Railroad Workers Extend Strike By 48 Hours After Deadly Train Crash - Union - UrduPoint,"The passenger train had switched to the freight train's lane before the accident, which brought them both on the same track and resulted in a head-on collision",0
3752,7435545121,train,Greek Railroad Workers Extend Strike By 48 Hours After Deadly Train Crash - Union - UrduPoint,"Colleagues that are participating in the evacuation and transport restoration will not take part in the strike, the union said.",0
3753,7498222686,weather_naturalevent,Japanese prime minister uninjured amid sound of explosion at port he was visiting,Kishida was in Saikazaki Port in western Wakayama Prefecture to speak,0
3754,7498222686,weather_naturalevent,Japanese prime minister uninjured amid sound of explosion at port he was visiting,"Someone screamed, authorities swarmed a man, and the sound of an explosion was heard",0
3755,7498222686,weather_naturalevent,Japanese prime minister uninjured amid sound of explosion at port he was visiting,"The sound was accompanied by smoke, but no injuries were reported",0
3756,7498222686,weather_naturalevent,Japanese prime minister uninjured amid sound of explosion at port he was visiting,"Incident happened about nine months after Kishida's predecessor, Shinzo Abe, was assassinated during a campaign event in the western city of Nara, near Kyoto, public broadcaster NHK reported.",0
3757,7498222686,weather_naturalevent,Japanese prime minister uninjured amid sound of explosion at port he was visiting,"The prime minister had just finished sampling some food at the port, and was about 65 feet from the incident.",0
3758,7401972968,train,Toxic chemicals were burned after an Ohio train derailed. How worried should we be?,"About 50 cars of a freight train derailed in East Palestine, Ohio, on February 3",1
3759,7401972968,train,Toxic chemicals were burned after an Ohio train derailed. How worried should we be?,"No one was injured in the wreck, but concerns about air quality and the hazardous chemicals on the train prompted some residents to leave",1
3760,7401972968,train,Toxic chemicals were burned after an Ohio train derailed. How worried should we be?,Officials later ordered the evacuation of the immediate area as fears grew about a potential explosion of smoldering wreckage,1
3761,7401972968,train,Toxic chemicals were burned after an Ohio train derailed. How worried should we be?,"Officials seeking to avoid the danger of an uncontrolled blast chose to intentionally release and burn toxic vinyl chloride from five rail cars, sending flames and black smoke into the sky.",1
3762,7468243800,weather_generalnews,FOX Corporation donates 1 million to American Red Cross to support Southern states hit by deadly tornadoes,"The American Red Cross will provide aid and resources including water, medical supplies, and housing support to those impacted by the recent tornadoes",1
3763,7468243800,weather_generalnews,FOX Corporation donates 1 million to American Red Cross to support Southern states hit by deadly tornadoes,At least 25 people were killed and dozens of others were injured in Mississippi,1
3764,7468243800,weather_generalnews,FOX Corporation donates 1 million to American Red Cross to support Southern states hit by deadly tornadoes,President Biden declared a major emergency in Mississippi and made federal aid available to the state early Sunday,1
3765,7468243800,weather_generalnews,FOX Corporation donates 1 million to American Red Cross to support Southern states hit by deadly tornadoes,The National Weather Service said the tornado that devastated the Mississippi Delta town of Rolling Fork Friday night was given an EF-4 rating,1
3766,7468243800,weather_generalnews,FOX Corporation donates 1 million to American Red Cross to support Southern states hit by deadly tornadoes,"Hundreds of people have been displaced after the twister flattened entire blocks, obliterated houses, flipped over cars and ripped a steeple off a church.",1
3767,7404212407,strike,"Strike ballot risks 'unnecessary disruption' at airport, NATS says",UK-based Public and Commercial Services Union PCS declared a dispute over pay,1
3768,7404212407,strike,"Strike ballot risks 'unnecessary disruption' at airport, NATS says",PCS said its members employed by NATS in Gibraltar received less preferential terms than UK counterparts,1
3769,7404212407,strike,"Strike ballot risks 'unnecessary disruption' at airport, NATS says",The union said it had attempted to negotiate with NATS over the 4.8 offer,1
3770,7404212407,strike,"Strike ballot risks 'unnecessary disruption' at airport, NATS says",It said low salaries and poor morale had led to staff being unwilling to cover overtime shifts and sickness,1
3771,7404212407,strike,"Strike ballot risks 'unnecessary disruption' at airport, NATS says","The pay dispute does not involve air traffic controllers, but rather air traffic service assistants ATSAs who provide vital support and medical cover without which the airport cannot function.",1
3772,7458266750,weather_generalnews,"Major storm to bring more rain, damaging winds and heavy snow to California","Heavy rain is expected to move into the San Francisco Bay area, Los Angeles and San Diego",1
3773,7458266750,weather_generalnews,"Major storm to bring more rain, damaging winds and heavy snow to California","Flood watches have been issued for California, Nevada and Arizona",1
3774,7458266750,weather_generalnews,"Major storm to bring more rain, damaging winds and heavy snow to California","The storm will then move east on Wednesday night, bringing heavy snow to the Rocky Mountains and 3 to 4 feet of snow to southern Colorado",1
3775,7458266750,weather_generalnews,"Major storm to bring more rain, damaging winds and heavy snow to California",The same storm system will bring severe weather across the south by Thursday and Friday,1
3776,7458266750,weather_generalnews,"Major storm to bring more rain, damaging winds and heavy snow to California","Cities in the path of the storm include Dallas, Alexandria, Louisiana; Jackson, Mississippi; Nashville and Birmingham, Alabama.",1
3777,7435545072,air,Israel Strike Puts Syrias Aleppo Airport Out Of Service: Ministry - UrduPoint,More than 80 aid flights have landed in Aleppo over the past month with relief supplies for quake-hit areas,1
3778,7435545072,air,Israel Strike Puts Syrias Aleppo Airport Out Of Service: Ministry - UrduPoint,"The damage forced authorities to close the airport to all flights, the ministry added",1
3779,7435545072,air,Israel Strike Puts Syrias Aleppo Airport Out Of Service: Ministry - UrduPoint,There was no immediate word on any casualties,1
3780,7435545072,air,Israel Strike Puts Syrias Aleppo Airport Out Of Service: Ministry - UrduPoint,An Israeli military spokesperson declined to comment on the reported strike,1
3781,7435545072,air,Israel Strike Puts Syrias Aleppo Airport Out Of Service: Ministry - UrduPoint,"The strike had put the runway out of service, the transport ministry said",1
3782,7435545072,air,Israel Strike Puts Syrias Aleppo Airport Out Of Service: Ministry - UrduPoint,"Aid deliveries have been diverted to Damascus and Latakia airports, a ministry statement said, adding that the runway had been damaged.",1
3783,7497738436,weather_generalnews,Racial disparities are working against disaster recovery for people of color. Climate change could make it worse  CNN,People of color in the US face heightened risks of harm from climate-induced disasters,0
3784,7497738436,weather_generalnews,Racial disparities are working against disaster recovery for people of color. Climate change could make it worse  CNN,"Non-profits are pushing to remedy that disparity with more equitable approaches to disaster preparedness, response and recovery",0
3785,7497738436,weather_generalnews,Racial disparities are working against disaster recovery for people of color. Climate change could make it worse  CNN,"Many marginalized people, Black in particular, have faced socioeconomic factors that relegate them to living in environmentally hazardous areas or substandard housing structures",0
3786,7497738436,weather_generalnews,Racial disparities are working against disaster recovery for people of color. Climate change could make it worse  CNN,"That was the situation this past March 24 when a severe tornado leveled much of the Black-majority rural town of Rolling Fork, Mississippi, killing 26 people.",0
3787,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected",Rail workers at 14 train operators are due to stage four days of walkouts,1
3788,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected",Union leader Mick Lynch said workers will be taking sustained and targeted industrial action over the next few months,1
3789,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected","Comes days after the Rail, Maritime and Transport workers union (RMT) rejected train operators' best and final 9pc pay rise",1
3790,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected","Mark Harper, the Transport Secretary, signalled he was not willing to allow train operators to sweeten their deal with better terms on pay",1
3791,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected",It dashed hopes that the RMT was nearing pay deals from both train operators and Network Rail,1
3792,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected",Disruption is also expected to come from a planned overtime ban by National Rail workers who are members.,1
3793,7464685631,weather_naturalevent,Earth Struck By the Strongest Geomagnetic Storm in Almost 6 Years!  Weather.com,Space weather experts had been anticipating a relatively docile G2-class geomagnetic storm to strike Earth on March 23-24,0
3794,7464685631,weather_naturalevent,Earth Struck By the Strongest Geomagnetic Storm in Almost 6 Years!  Weather.com,But what struck our planet was a severe G4-class storm and the strongest in nearly six years,0
3795,7464685631,weather_naturalevent,Earth Struck By the Strongest Geomagnetic Storm in Almost 6 Years!  Weather.com,The storm's unexpected ferocity triggered auroras as far south as New Mexico in the US and even forced spaceflight company Rocket Lab to delay a launch by 90 minutes,0
3796,7464685631,weather_naturalevent,Earth Struck By the Strongest Geomagnetic Storm in Almost 6 Years!  Weather.com,The flurry of explosive solar activity of late can be attributed to our Sun slowly inching its way towards the peak activity phase of its 11-year solar cycle.,0
3797,7425655241,strike,Stirling teachers head out on pair of strike days as pay dispute rumbles on,Every primary and secondary school in the region will be involved in the action over the course of yesterday and today,0
3798,7425655241,strike,Stirling teachers head out on pair of strike days as pay dispute rumbles on,Members of the EIS and NASUWT unions are unhappy about the current settlement offered by the Scottish Government,0
3799,7425655241,strike,Stirling teachers head out on pair of strike days as pay dispute rumbles on,The latest round of strikes means many pupils will now have lost at least five days since the first action launched back in November,0
3800,7425655241,strike,Stirling teachers head out on pair of strike days as pay dispute rumbles on,Further regional strikes planned from March 13 if a solution is not found,0
3801,7425655241,strike,Stirling teachers head out on pair of strike days as pay dispute rumbles on,"Unions have been calling for teachers to be offered an increase of at least ten per cent, but ministers have said this demand is unaffordable.",0
3802,7456281450,weather_generalnews,"West facing heavy rain, snow before severe weather heads east",Heavy rain and mountain snow will move into the West starting Tuesday,1
3803,7456281450,weather_generalnews,"West facing heavy rain, snow before severe weather heads east","The worst of the weather will target California with high winds, the risk of flooding and feet of higher-elevation snow",1
3804,7456281450,weather_generalnews,"West facing heavy rain, snow before severe weather heads east",Some of that energy will produce strong to severe weather Thursday and Friday for the South and Southeast,1
3805,7456281450,weather_generalnews,"West facing heavy rain, snow before severe weather heads east",A stretch of Texas and Oklahoma are likely to face severe storms,1
3806,7456281450,weather_generalnews,"West facing heavy rain, snow before severe weather heads east",The National Weather Service has issued a freeze warning for much of the U.S,1
3807,7456281450,weather_generalnews,"West facing heavy rain, snow before severe weather heads east",eastern seaboard and northern New England,1
3808,7456281450,weather_generalnews,"West facing heavy rain, snow before severe weather heads east",The freeze warning extends as far south as the Gulf Coast.,1
3809,7407851216,train,The 'toxic' system behind train derailments in the YOU.S.,The derailment of a 150-car freight train on February 3 caused a fire that sent a cloud of smoke over the town of East Palestine in Ohio,1
3810,7407851216,train,The 'toxic' system behind train derailments in the YOU.S.,"Two Republican senators, Marco Rubio and J.D",1
3811,7407851216,train,The 'toxic' system behind train derailments in the YOU.S.,Vance sent a letter to YOU.S,1
3812,7407851216,train,The 'toxic' system behind train derailments in the YOU.S.,Transportation Secretary Pete Buttigieg on Wednesday about railroad safety,1
3813,7407851216,train,The 'toxic' system behind train derailments in the YOU.S.,"They said it is not unreasonable to ask whether a crew of two rail workers, plus one trainee, is able to effectively monitor 150 cars",1
3814,7407851216,train,The 'toxic' system behind train derailments in the YOU.S.,The rail union members believe that rail derailments have increased in recent years.,1
3815,7439066352,train,France To Face Train Traffic Disruptions This Weekend Amid New Strike - Reports - UrduPoint,Every second TGV and OUIGO high-speed train will be canceled,1
3816,7439066352,train,France To Face Train Traffic Disruptions This Weekend Amid New Strike - Reports - UrduPoint,Traffic of the Thalys and Eurostar international trains will also be disrupted,1
3817,7439066352,train,France To Face Train Traffic Disruptions This Weekend Amid New Strike - Reports - UrduPoint,"On Tuesday, mass protests against the government-proposed pension reform were launched in almost all sectors of France's economy",1
3818,7439066352,train,France To Face Train Traffic Disruptions This Weekend Amid New Strike - Reports - UrduPoint,The reform has caused a wave of protests across the country,1
3819,7439066352,train,France To Face Train Traffic Disruptions This Weekend Amid New Strike - Reports - UrduPoint,"Since Borne's announcement, six nationwide demonstrations against the bill, including the March 7 rally, have already taken place",1
3820,7439066352,train,France To Face Train Traffic Disruptions This Weekend Amid New Strike - Reports - UrduPoint,The industrial action is expected to begin on Saturday.,1
3821,7493656387,warehouse_fire,Evacuation Order Announced After Large Industrial Fire Breaks Out in Indiana,"Residents of Richmond, Indiana were ordered to evacuate on Tuesday after a large industrial fire broke out",1
3822,7493656387,warehouse_fire,Evacuation Order Announced After Large Industrial Fire Breaks Out in Indiana,Indiana State Fire Marshal investigators are on scene to help explore the because and origin of the fire,1
3823,7493656387,warehouse_fire,Evacuation Order Announced After Large Industrial Fire Breaks Out in Indiana,Federal EPA is evaluating the smoke from the fire to determine if any additional action is required,1
3824,7493656387,warehouse_fire,Evacuation Order Announced After Large Industrial Fire Breaks Out in Indiana,"At the time of this writing, it was widely reported that the blaze had started in a tractor trailer before spreading to the structure",1
3825,7493656387,warehouse_fire,Evacuation Order Announced After Large Industrial Fire Breaks Out in Indiana,"As of Tuesday evening, the evacuation order remained in place",1
3826,7493656387,warehouse_fire,Evacuation Order Announced After Large Industrial Fire Breaks Out in Indiana,"The fire itself, meanwhile, had been confirmed to have been contained on three sides.",1
3827,7504548065,warehouse_fire,"Lid of Explosive Device Flew 60 Meters Away, Stuck in She Would","A metal object, believed to be the lid of the device that exploded near Prime Minister Fumio Kishida on Saturday in Wakayama, was found",0
3828,7504548065,warehouse_fire,"Lid of Explosive Device Flew 60 Meters Away, Stuck in She Would",The part was stuck in the wall of a she would located about 20 meters from the warehouse where the cylindrical device hit,0
3829,7504548065,warehouse_fire,"Lid of Explosive Device Flew 60 Meters Away, Stuck in She Would","Ryuji Kimura, 24, was arrested at the scene on Saturday morning for allegedly throwing the explosive device toward K Nishida",0
3830,7504548065,warehouse_fire,"Lid of Explosive Device Flew 60 Meters Away, Stuck in She Would","The police believe that the force of the explosion popped the lid from the cylinder, and the lid then flew above the audience.",0
3831,7477089153,weather_generalnews,"Colorado wildfire burns over 1,200 acres, homes evacuated","A wind-whipped wildfire in Colorado has spread across more than 1,286 acres across terrain, forcing evacuations of at least 100 homes and putting others on notice",1
3832,7477089153,weather_generalnews,"Colorado wildfire burns over 1,200 acres, homes evacuated","As of Saturday afternoon, the fire was about 25 contained, the Teller County Sheriff's Office (TCSO) shared",1
3833,7477089153,weather_generalnews,"Colorado wildfire burns over 1,200 acres, homes evacuated","A fire watch and red flag warning remained in effect until Saturday, April 1 at 8 p.m",1
3834,7477089153,weather_generalnews,"Colorado wildfire burns over 1,200 acres, homes evacuated","The fire, dubbed the 403 fire, is being classified as human-caused, the sheriff's office said in a press conference Friday.",1
3835,7446855041,strike,"ACT leader David Seymour criticises Government's pay negotiation strategy as 50,000 teachers prepare to strike  Newshub",A full mega strike of teachers will go ahead as planned on Thursday,0
3836,7446855041,strike,"ACT leader David Seymour criticises Government's pay negotiation strategy as 50,000 teachers prepare to strike  Newshub","About 30,000 primary school teachers and around 20,000 secondary school and kindergarten educators are striking",0
3837,7446855041,strike,"ACT leader David Seymour criticises Government's pay negotiation strategy as 50,000 teachers prepare to strike  Newshub","This will mean about 800,000 students from preschool to Year 13 will be impacted but some schools have applied for exemptions",0
3838,7446855041,strike,"ACT leader David Seymour criticises Government's pay negotiation strategy as 50,000 teachers prepare to strike  Newshub",Seymour said teachers are fed up with spending their time filling out forms and just want to teach,0
3839,7446855041,strike,"ACT leader David Seymour criticises Government's pay negotiation strategy as 50,000 teachers prepare to strike  Newshub","'Look, all I wanted to do is teach kids, and all I actually do is fill out paperwork because of the Government,' he said.",0
3840,7406024152,air,"JFK Airport Power Outage Shuts Down Terminal Through Friday, Forcing Flight Disruptions",All inbound and outbound flights at JFK Airport's international terminal are halted,1
3841,7406024152,air,"JFK Airport Power Outage Shuts Down Terminal Through Friday, Forcing Flight Disruptions",Terminal 1 serves more than a dozen international airlines and accounts for 8.5 of the airport's total gates,1
3842,7406024152,air,"JFK Airport Power Outage Shuts Down Terminal Through Friday, Forcing Flight Disruptions",The outage had been expected to be resolved by early to mid-morning Friday,1
3843,7406024152,air,"JFK Airport Power Outage Shuts Down Terminal Through Friday, Forcing Flight Disruptions","An electrical panel failure, which also caused a small isolated fire overnight, triggered the power problem, the Port Authority says",1
3844,7406024152,air,"JFK Airport Power Outage Shuts Down Terminal Through Friday, Forcing Flight Disruptions",The airlines were writing out their flight cancellations by hand because the big electronic board was still out.,1
3845,7430344512,train,"Greece to wrap up search at train crash site, grief turns to anger  Law-Order",The station master of the nearby city of Larissa has been arrested over the disaster,1
3846,7430344512,train,"Greece to wrap up search at train crash site, grief turns to anger  Law-Order",Tuesday's crash killed at least 57 people and injured dozens when a passenger train with more than 350 people on board careered into a freight train on the same track,1
3847,7430344512,train,"Greece to wrap up search at train crash site, grief turns to anger  Law-Order","The disaster in central Greece has triggered an outpouring of anger and protests across the country, as well as a sharp focus on safety standards across its railway system",1
3848,7430344512,train,"Greece to wrap up search at train crash site, grief turns to anger  Law-Order",Rescuers continued digging through debris on Saturday at the site of Greece's worst train crash.,1
3849,7479504537,warehouse_fire,Fire on Lord of the Rings set: Blaze erupts during filming for The Rings of Power in Windsor as cast and crew flee,Firefighters called to Bray Studios in Berkshire at 12.30pm today,0
3850,7479504537,warehouse_fire,Fire on Lord of the Rings set: Blaze erupts during filming for The Rings of Power in Windsor as cast and crew flee,Thick smoke was seen billowing into the air from the single storey warehouse,0
3851,7479504537,warehouse_fire,Fire on Lord of the Rings set: Blaze erupts during filming for The Rings of Power in Windsor as cast and crew flee,A number of actors dressed as orcs were seen in full costume being evacuated,0
3852,7479504537,warehouse_fire,Fire on Lord of the Rings set: Blaze erupts during filming for The Rings of Power in Windsor as cast and crew flee,It is not known at this time whether anyone has been hurt in the blaze,0
3853,7479504537,warehouse_fire,Fire on Lord of the Rings set: Blaze erupts during filming for The Rings of Power in Windsor as cast and crew flee,The Lord of the Rings: The Rings of Power's much-anticipated second series saw filming get underway in Berkshire earlier this year,0
3854,7479504537,warehouse_fire,Fire on Lord of the Rings set: Blaze erupts during filming for The Rings of Power in Windsor as cast and crew flee,"The first series of the prequel to Tolkien's Lord Of The Rings, which was released last year, reportedly cost Amazon 1billion.",0
3855,7479896534,warehouse_fire,"How the gallbladder works, what can go wrong, and how to keep yours healthy",The gallbladder sits just below the right lobe of the liver,0
3856,7479896534,warehouse_fire,"How the gallbladder works, what can go wrong, and how to keep yours healthy","It works in tandem with the liver, which produces bile, a potent digestive juice",0
3857,7479896534,warehouse_fire,"How the gallbladder works, what can go wrong, and how to keep yours healthy",Gallstones may form in the organ and block the ducts that release the bile,0
3858,7479896534,warehouse_fire,"How the gallbladder works, what can go wrong, and how to keep yours healthy",This causes pain that sufferers say hits 10 on a scale of one to 10,0
3859,7479896534,warehouse_fire,"How the gallbladder works, what can go wrong, and how to keep yours healthy",Anatomists in the 15th century described the gallbladders as a very long pear compressed from base into neck,0
3860,7479896534,warehouse_fire,"How the gallbladder works, what can go wrong, and how to keep yours healthy","They believed it had an effect on emotion, just as they thought the spleen was the source of melancholy and predisposed a person to irritability.",0
3861,7463692400,weather_naturalevent,"A nuclear plant that leaked 400,000 gallons of radioactive water will be shut down after second incident",Xcel Energy says there is no risk to the public or the environment with the latest incident at the Nuclear Generating Plant in Monticello,1
3862,7463692400,weather_naturalevent,"A nuclear plant that leaked 400,000 gallons of radioactive water will be shut down after second incident","The company added that the leak of water containing tritium, a mildly radioactive form of hydrogen, is fully contained on-site",1
3863,7463692400,weather_naturalevent,"A nuclear plant that leaked 400,000 gallons of radioactive water will be shut down after second incident","This second leak involved hundreds of gallons of radioactive water, far less than the 400,000 gallons that was discovered leaking in late November",1
3864,7463692400,weather_naturalevent,"A nuclear plant that leaked 400,000 gallons of radioactive water will be shut down after second incident",Some Monticella residents surrounding the plant say they have concerns about what a recurring leak presents.,1
3865,7436379406,train,"Greeks strike over deadly train crash, govt pledges to fix rail ills  Business",The crash on February 28 killed 57 people and has stirred public outrage over the crumbling state of the Greek rail network,1
3866,7436379406,train,"Greeks strike over deadly train crash, govt pledges to fix rail ills  Business",Many of the around 350 people aboard an intercity passenger train that collided head-on with a freight train while travelling on the same track were university students,1
3867,7436379406,train,"Greeks strike over deadly train crash, govt pledges to fix rail ills  Business","Rail workers have staged rolling, 24-hour strikes since Thursday, bringing the network to a halt",1
3868,7436379406,train,"Greeks strike over deadly train crash, govt pledges to fix rail ills  Business",They say their demands for improvement in safety protocols have gone unheard for years and have promised to impose safety to ensure that a crash will not be repeated.,1
3869,7480991810,warehouse_fire,Fire Rips Through Warehouse in West Easton,The fire was reported just before 6:30 a.m,1
3870,7480991810,warehouse_fire,Fire Rips Through Warehouse in West Easton,at an industrial property along the 1500 block of Lehigh Drive in West Easton,1
3871,7480991810,warehouse_fire,Fire Rips Through Warehouse in West Easton,"On social media, the Upper Nazareth Fire Department shared some images of the incident as it happened",1
3872,7480991810,warehouse_fire,Fire Rips Through Warehouse in West Easton,No injuries have been reported,1
3873,7480991810,warehouse_fire,Fire Rips Through Warehouse in West Easton,"The incident is ongoing, according to officials",1
3874,7480991810,warehouse_fire,Fire Rips Through Warehouse in West Easton,This is a breaking news story,1
3875,7480991810,warehouse_fire,Fire Rips Through Warehouse in West Easton,It will be updated as more information becomes available,1
3876,7480991810,warehouse_fire,Fire Rips Through Warehouse in West Easton,"For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details.",1
3877,7497245686,weather_naturalevent,Racist text messaging investigation rocks Northern California police department,More than a dozen police officers are under investigation in a racist text messaging probe,0
3878,7497245686,weather_naturalevent,Racist text messaging investigation rocks Northern California police department,Messages detail officers' allegedly using racial epithets and homophobic slurs,0
3879,7497245686,weather_naturalevent,Racist text messaging investigation rocks Northern California police department,"The majority of the roughly 114,000 residents of Antioch, California, are minorities",0
3880,7497245686,weather_naturalevent,Racist text messaging investigation rocks Northern California police department,"The messages could have far-reaching implications for criminal cases linked to the officers.""There are people sitting in jail based on the word of these officers,"" a public defender says.""That is an intolerable situation,"" a county official says of the situation.",0
3881,7439588768,air,North Carolina man crashes compact car through airport doors and...,A man in North Carolina drove his compact car through the glass doors and windows at the Wilmington International Airport terminal,0
3882,7439588768,air,North Carolina man crashes compact car through airport doors and...,Authorities shared that the culprit faces several federal charges,0
3883,7439588768,air,North Carolina man crashes compact car through airport doors and...,No one from the public was injured during the incident,0
3884,7439588768,air,North Carolina man crashes compact car through airport doors and...,The airport is open and had minimal impact to operations,0
3885,7439588768,air,North Carolina man crashes compact car through airport doors and...,The New Hanover County Sheriff's Office have not released the name of the man or his motivation for causing significant disruption at the airport,0
3886,7439588768,air,North Carolina man crashes compact car through airport doors and...,"In a press release, the airport thanked first responders for their swift actions and said it expects to be fully operational by the morning.",0
3887,7501103506,weather_naturalevent,Trump allies take fight to Bragg's backyard with hearing on NYC crime,House Judiciary Committee will hold a field hearing in Manhattan on Monday that will include victims of violent crime,0
3888,7501103506,weather_naturalevent,Trump allies take fight to Bragg's backyard with hearing on NYC crime,Republicans argue that DA Alvin Bragg has dropped the ball on keeping the public safe in order to focus on prosecuting Trump,0
3889,7501103506,weather_naturalevent,Trump allies take fight to Bragg's backyard with hearing on NYC crime,Bragg announced this month that a grand jury had indicted Trump in a hush money scheme to silence adult film star Stormy Daniels during his successful 2016 presidential campaign,0
3890,7501103506,weather_naturalevent,Trump allies take fight to Bragg's backyard with hearing on NYC crime,Trump and other Republicans have blasted the Manhattan investigation and indictment as a politically motivated witch hunt designed to damage the 2024 GOP presidential front-runner.,0
3891,7479422850,weather_generalnews,"As another round of severe weather looms, researchers meet storms face-to-face to improve lead times  CNN","There have been more than 160 tornado reports since Friday, March 24, when 26 people were killed",1
3892,7479422850,weather_generalnews,"As another round of severe weather looms, researchers meet storms face-to-face to improve lead times  CNN","In the past week alone, more than 30 people have been killed by storms",1
3893,7479422850,weather_generalnews,"As another round of severe weather looms, researchers meet storms face-to-face to improve lead times  CNN","Combined, fatalities over the last two weeks account for more than half the number of tornado deaths we typically see in an entire year",1
3894,7479422850,weather_generalnews,"As another round of severe weather looms, researchers meet storms face-to-face to improve lead times  CNN",The PERiLS project is hoping to take some of the guesswork out of which storms will produce tornadoes and which ones will not,1
3895,7479422850,weather_generalnews,"As another round of severe weather looms, researchers meet storms face-to-face to improve lead times  CNN","It is currently in its second season, which has been full of opportunities to research storms.",1
3896,7508100474,warehouse_fire,Kevin Dayhoff: April showers bring ... mayhem to Carroll County,April has always been a fascinating month in Carroll County history,0
3897,7508100474,warehouse_fire,Kevin Dayhoff: April showers bring ... mayhem to Carroll County,General mayhem seems to have dominated the news in April in days gone by,0
3898,7508100474,warehouse_fire,Kevin Dayhoff: April showers bring ... mayhem to Carroll County,"Perhaps one person who may have opted for a less chaotic month was the editor of the Western Maryland Democrat, Joseph Shaw",0
3899,7508100474,warehouse_fire,Kevin Dayhoff: April showers bring ... mayhem to Carroll County,In April 1865 Shaw was murdered in Westminster at the corner of Anchor and West Main streets for an editorial that he had published in the paper just days before President Abraham Lincoln was assassinated on April 14 of that year,0
3900,7508100474,warehouse_fire,Kevin Dayhoff: April showers bring ... mayhem to Carroll County,Hopefully we will not have an April this year as we had about 125 years ago.,0
3901,7428015421,train,Greece Train Crash Death Toll Rises as Protesters Call for Government Accountability,"State-owned operator of Greece's rail network, OSE, said there were no safety systems in operation in the area where the crash took place",1
3902,7428015421,train,Greece Train Crash Death Toll Rises as Protesters Call for Government Accountability,"Protesters and labor unions said a lack of technology in the railway network, poor maintenance and staff shortages were to blame",1
3903,7428015421,train,Greece Train Crash Death Toll Rises as Protesters Call for Government Accountability,The head-on collision between a passenger train carrying about 350 people and a freight train occurred just before midnight on Tuesday near the city of Larissa,1
3904,7428015421,train,Greece Train Crash Death Toll Rises as Protesters Call for Government Accountability,"So far, 56 passengers have been declared missing, and several bodies have not been identified.",1
