,URI,TOPIC,TEXT,RELEVANCE_CLASS
1404,7770428585,weather,"Baez, 82, was raised in the San Francisco Bay area",-1
1405,7770428585,weather,"Her father was a Mexican-born physicist, and her mother was of Scottish descent",-1
1406,7770428585,weather,"Converts to Quakerism, Baez's parents instilled a social consciousness in her from a young age.",-1
1407,7770738075,warehouse_fire,"Slowly, then all at once The final act in the tragedy of Nagorno-Karabakh's collapse -- MeduzaUntil two weeks ago, the mountainous enclave of Nagorno-Karabakh was home to the breakaway Republic of Artsakh",-1
1408,7770738075,warehouse_fire,"Although internationally recognized as part of Azerbaijan, the region and its predominantly ethnic Armenian population had been under a de facto separatist government since the 1990s",-1
1409,7770738075,warehouse_fire,This resulted from a bloody war -- fought from 1988 to 1994 -- that saw Nagorno and Armenia pitted against Azerbaijan,-1
1410,7770738075,warehouse_fire,"In the decades after the 1994 ceasefire, intermittent deadly clashes continued along the line of separation, escalating into intense fighting in April 2016 and then all-out war in 2020.",-1
1411,7770388711,weather,Political instability dominates an eventful weekThis has been an unstable week in what is already been unstable year in American politics,-1
1412,7770388711,weather,A Republican speaker ousted over a vote to keep the government open for only another month and a half,-1
1413,7770388711,weather,"Uncertainty about the next speaker, about another potential shutdown in November, and about funding for Ukraine",-1
1414,7770388711,weather,"More developments and controversies in the multiple civil trials into the overwhelming frontrunner for the Republican presidential nomination, Donald Trump",-1
1415,7770388711,weather,That GOP frontrunner's increasingly violent rhetoric,-1
1416,7770388711,weather,A Democratic president -- whose administration and party are providing more governing stability than the GOP.,-1
1417,7770198857,weather,Syria mourns scores killed in drone attack on military academySeveral weaponized drones hit the Homs Military Academy's courtyard,-1
1418,7770198857,weather,"Syria's health ministry said 89 people had been killed, including 31 women and five children",-1
1419,7770198857,weather,"The Syrian Observatory for Human Rights, which reports on the Syrian conflict, put the toll at above 120",-1
1420,7770198857,weather,"Thursday's strike was an unprecedented use of drones against government forces in the war, which began with protests against President Bashar al-Assad in 2011 and spiraled into a conflict that has killed hundreds of thousands and displaced a million",-1
1421,7770198857,weather,There have been no claims of responsibility for the attack.,-1
1422,7770119039,weather,"It is not just long Covid: Symptoms can linger after other illnesses, leading to 'long colds'Study: Symptoms can persist for weeks after common respiratory infections like the common cold",-1
1423,7770119039,weather,"Long cold symptoms were more likely to include coughing, stomach pain and diarrhea",-1
1424,7770119039,weather,Study suggests that more severe illness -- whether from Covid or other respiratory infections -- can increase a person's risk of long illne,-1
1425,7770119039,weather,"It is not yet clear why some people develop long-lasting symptoms after infections, the study's lead author says",-1
1426,7770119039,weather,"The study was published Friday in The Lancet's eClinicalMedicine journal, a medical journal.",-1
1427,7770140910,maritime,Heavy rains and floods kill 6 people in Sri LankaStrong monsoon rains have been pounding the Indian Ocean nation for more than a week,-1
1428,7770140910,maritime,"On Friday, a large tree fell on a moving bus in Colombo, killing five people",-1
1429,7770140910,maritime,"Separately, one person died when a rock fell on his house during a mudslide",-1
1430,7770140910,maritime,"The floods and mudslides damaged hundreds of houses in 12 districts and affected more than 50,000 people, an official says",-1
1431,7770140910,maritime,"more than 1,473 families were moved to temporary shelters, the Disaster Management Center says.",-1
1432,7769811656,warehouse_fire,"Fire breaks out in pharmaceutical factory near Amritsar - Times of IndiaThere were as many as five hundred oil drums stored in the factory's warehouse, which caught fire",-1
1433,7769811656,warehouse_fire,Panic ensued among local residents as they saw thick black smoke billowing out from the factory,-1
1434,7769811656,warehouse_fire,Fire tenders were pressed into service who had hard time in control the blazing flames,-1
1435,7769811656,warehouse_fire,"According to reports, JCB machine was called to break the wall of the factory and rescue workers were rushed to the scene",-1
1436,7769811656,warehouse_fire,The fire has now been put out and the factory has been put back in operation,-1
1437,7769811656,warehouse_fire,"The incident occurred in Nag Kalan village, near Amritsar.",-1
1438,7770114458,weather,Death toll rises to 40 in India's Sikkim flooding after lake overflowHeavy rainfall caused a glacial lake to overflow in India's Sikkim state,-1
1439,7770114458,weather,Thousands have been rescued but dozens remain missing two days later,-1
1440,7770114458,weather,"Fifteen bridges in the state have been washed away, including all bridges downstream of an NHPC hydropower station Teesta-V",-1
1441,7770114458,weather,"The disaster has cut off the capital city, Gangtok, and made rescue operations more difficult",-1
1442,7770114458,weather,"More than 22,000 people have been affected by the flood, prompting state authorities to set up 26 relief camps.",-1
1443,7769937252,air,"Air India sets up storage facility for spare parts at Delhi airportAir India has commissioned a warehouse facility at Delhi to facilitate storage of over 1,000,000 engineering spares",-1
1444,7769937252,air,"The centralised warehouse sprawling 54,000 sq",-1
1445,7769937252,air,ft,-1
1446,7769937252,air,(approx.) will improve quick turnaround of the airline's flights operating out of Delhi,-1
1447,7769937252,air,"The warehouse will fulfill engineering resource requirements for maintenance and service of the Air India, Air India Express and AIX Connect fleet from a centralised location",-1
1448,7769937252,air,This world class facility will not only boost Air India's fleet and operational efficiency but will also strengthen India's aviation ecosystem.,-1
1449,7769884114,weather,"Drugs and grenades led to Wagner plane crash, claims PutinInternational Rescue Committee warns of increase in Russian strikes",-1
1450,7769884114,weather,"At least 51 civilians killed Thursday in a Russian rocket strike on a village store in Groza, eastern Ukraine",-1
1451,7769884114,weather,Russia's president claimed on Thursday that the plane crash which killed Yevgeny Prigozhin was caused by a hand grenade,-1
1452,7769884114,weather,He suggested the mercenary boss may have also been on drugs,-1
1453,7769884114,weather,"The combination of ongoing conflict, destroyed infrastructure, and harsh weather conditions can make life incredibly tough for the people in affected areas, say aid agencies.",-1
1454,7770071600,weather,"Russia may be plotting a new escalation in the Black Sea, YOU.K",-1
1455,7770071600,weather,warnsThe British Foreign Office says Russia may continue to target civilian shipping in the Black Sea,-1
1456,7770071600,weather,It says Russia wants to deter the export of Ukrainian grain by covertly targeting cargo ships,-1
1457,7770071600,weather,"Russia abandoned a deal in July that allowed Ukraine to export food products, hiking international food prices",-1
1458,7770071600,weather,"Ukraine has set up a humanitarian corridor, defying the de facto Russian blockade of its ports and other facilities.",-1
1459,7770071600,weather,Ukrainian President Volodymyr Zelenskyy was in Spain on Thursday rallying support from European leaders at a summit.,-1
1460,7769775124,air,Belgian intelligence investigating logistics hub of China's Alibaba at local airportBelgian officials are looking into risks around the presence of China's Alibaba Group Holding at a cargo airport in the city of Lige,-1
1461,7769775124,air,The security service said it was working to detect and fight against possible spying andor interference activities carried out by Chinese entities,-1
1462,7769775124,air,"Alibaba signed an agreement with the Belgium government in 2018 to open an e-commerce trade hub, run by Cainiao, that would include investment in logistics infrastructure",-1
1463,7769775124,air,The Chinese e- commerce company last month filed to list Cainiao on the Hong Kong stock exchange.,-1
1464,7770119042,weather,Senators warn House Republicans that a more conservative speaker would not make their dreams come trueSenators warn that electing a more right-leaning speaker would not be enough,-1
1465,7770119042,weather,A band of far-right rebels led by Rep,-1
1466,7770119042,weather,Matt Gaetz removed Kevin McCarthy from the position,-1
1467,7770119042,weather,The eight Republicans who voted to boot McCarthy complained that he relied on Democrats to keep the government open,-1
1468,7770119042,weather,"Any new Republican speaker will inherit the divided government that befell the last one, they say.",-1
1469,7770119042,weather,"Senate Minority Whip John Thune, R-S.D., said the eight rebels who ousted McCarthy, as well as others in the House GOP.",-1
1470,7770178542,weather,"Colorado funeral home offering 'green' burials under investigation after bodies found improperly storedDeputies were first dispatched to a building in Penrose, Colorado, on Tuesday to investigate reports of a suspicious incident",-1
1471,7770178542,weather,"When they arrived, they learned the building was owned by the Return to Nature Funeral Home based in Colorado Springs",-1
1472,7770178542,weather,"The following day, the sheriff's office executed a search warrant at the property, along with the Fremont County Coroner's Office and the Colorado Department of Regulatory Agencies, and found human remains were being improperly stored at the site",-1
1473,7770178542,weather,"Under Colorado law, green burials are legal, but remains not buried within 24 hours must be properly refrigerated.",-1
1474,7769970351,maritime,Death toll from Himalayan glacial lake flooding increased to 40The Lhonak Lake in the mountainous northeastern state of Sikkim overflowed on Wednesday,-1
1475,7769970351,maritime,"A cloudburst triggered torrential rains and an apparent avalanche, causing major flooding in the Teesta river",-1
1476,7769970351,maritime,"Authorities said the latest disaster, which came ahead of a popular festive and tourism season in the scenic state, had impacted the lives of 22,000 people",-1
1477,7769970351,maritime,Officials in the neighbouring downstream state of West Bengal told Reuters that emergency teams recovered another 22 bodies that had been washed away,-1
1478,7769970351,maritime,The death toll had been put at 18 on Thursday evening.,-1
1479,7770012409,weather,Sikkim Flash Floods: 14 Civilians and 7 Soldiers Dead So Far; Over 100 Remain Missing  Weather.comThe death toll has risen to 21 compared to 14 yesterday,-1
1480,7770012409,weather,"Of the 23 army officials that went missing in the Burdang area, seven bodies were recovered from different locations downstream",-1
1481,7770012409,weather,"At least 103 people remain missing, primarily from the Mangan, Pakyong, Namchi and Gangtok districts",-1
1482,7770012409,weather,"The overflowing Teesta river has caused massive damage to infrastructure, including roads and bridges",-1
1483,7770012409,weather,"With a massive section of NH10 caving in, over 3,000 people have been left stranded in Lachen and Lachung.",-1
1484,7770119043,weather,"During an online fundraiser, Matt Gaetz denounced the Biden impeachment effort as unseriousRep",-1
1485,7770119043,weather,"Matt Gaetz, R-Fla., and Rep",-1
1486,7770119043,weather,"Matt Rosendale, a fellow Freedom Caucus member, heaped skepticism on the probe",-1
1487,7770119043,weather,"Gaetz: They are trying to engage in a, like, 'forever war' of impeachment, Gaetz said",-1
1488,7770119043,weather,Rosendale likened Congress' probe of Biden to the federal indictment of the president's son Hunter,-1
1489,7770119043,weather,Critics say the probe is a smokescreen intended to deflect attention from more serious crimes they accuse Hunter Biden of having committed.,-1
1490,7770140914,maritime,Chinese coast guard ship nearly collides with Philippine vesselThe Philippines strongly condemned the Chinese ship's maneuvers near Second Thomas Shoal,-1
1491,7770140914,maritime,A major clash in the disputed waters could potentially involve the United States,-1
1492,7770140914,maritime,"A collision was averted when one of the two Philippine coast guard vessels, the BRP Sindangan, rapidly reversed its engine to avoid slamming into the Chinese coast guard ship",-1
1493,7770140914,maritime,China has surrounded warship BRP Sierra Madre with its coast guard ships and militia vessels to prevent the Philippines from delivering construction materials that Beijing fears could turn it into a permanent territorial outpost.,-1
1494,7769790378,weather,"Weather Today (October 6): Widespread Rain May Impact Assam, Meghalaya, Arunachal, Tripura  Weather.comThe Southwest monsoon's withdrawal line continues to pass through Jammu-Kashmir, Himachal Pradesh, Uttarakhand, West Uttar Pradesh, West Madhya Pradesh, and Gujarat",-1
1495,7769790378,weather,The low-pressure area (LPA) is located over Gangetic West Bengal and adjoining Bangladesh,-1
1496,7769790378,weather,It is very likely to move gradually northeastwards towards Northwest Bangladesh during the next 48 hours,-1
1497,7769790378,weather,A fresh western disturbance is likely to affect Northwest India from the night of October 8,-1
1498,7769790378,weather,Maximum temperatures are expected to be below usual over East India till October 6 and Northwest India for the next five days.,-1
1499,7769833065,air,Ski boot warmer sparked Queenstown Airport bomb scareA ski boot warmer sparked a bomb scare at Queenstown Airport on Friday morning,-1
1500,7769833065,air,It was spotted during screening of checked luggage about 8.40am,-1
1501,7769833065,air,"Police examined the image and contacted the New Zealand Defence Force, which also believed the object was suspicious",-1
1502,7769833065,air,The Explosive Ordnance Disposal unit was flown to the airport by helicopter from Christchurch,-1
1503,7769833065,air,"The unit deemed the reported items posed no threat, and the airport reopened at 3pm",-1
1504,7769833065,air,"About 250 passengers were taken by bus to the Queenstown Events Centre, near the airport, and provided with food, drinks and activities.",-1
1505,7770133762,warehouse_fire,"Tobacco: With fewer smokers, Va",-1
1506,7770133762,warehouse_fire,"growers, cigarette makers seek new marketsThe tobacco crop from the Virginia Old Belt is in, harvested pretty much in the way it has been for more than a century",-1
1507,7770133762,warehouse_fire,The tobacco in the bales Thompson loads on his fifth-wheel truck trailer looks pretty much the way bright or flue-cured tob looks,-1
1508,7770133762,warehouse_fire,"Part 2, publishing online Monday morning, will look at what the future might hold for growers and cigarette makers",-1
1509,7770133762,warehouse_fire,"The Master Tobacco Settlement was reached 25 years ago, with a multibillion-dollar payout for growers.",-1
1510,7769990414,maritime,"Undetected broken rail led to 2019 crude oil train derailment and fire near Guernsey, SaskatchewanOn 9 December 2019, a CP crude oil unit train was travelling east on the Sutherland Subdivision",-1
1511,7769990414,maritime,The crew observed a gap in the south rail approaching the Wolverine Road public passive crossing,-1
1512,7769990414,maritime,"33 cars derailed, of which 20 tank cars had breached, and the released product ignited, resulting in a large pool fire that burned for nearly 24 hours",-1
1513,7769990414,maritime,"There were no injuries, and no evacuation was required",-1
1514,7769990414,maritime,"Since this occurrence, CP has implemented a number of safety measures including a waysid to prevent future accidents.",-1
1515,7769770169,maritime,"Turkish Cargo Ship Hits Mine off RomaniaA cargo ship hit a mine off the coast of Romania, sustaining minor damage",-1
1516,7769770169,maritime,"The incident occured near the entrance to the Sulina Canal, a strategic waterway connecting the Black Sea to the Danube River",-1
1517,7769770169,maritime,UK defense intelligence warned that it had reason to believe that Russia may use sea mines to target civilian shipping on the approaches to Ukrainian ports,-1
1518,7769770169,maritime,"Russia has repeatedly attacked Ukraine's port infrastructure for grain exports, seeking to damage its agricultural economy.",-1
1519,7769770169,maritime,"Abkhazia, a breakaway region of Georgia, has agreed to allow the Russian Navy to build a naval base.",-1
1520,7770082027,weather,Sikkim Lake That Flooded Was Set For Early Warning System: ReportScientists and government authorities were working on an early warning system for glacial floods at a Himalayan lake in northeast India when it broke its banks this week,-1
1521,7770082027,weather,Details of the Lhonak Lake warning system have not previously been reported,-1
1522,7770082027,weather,"If fully operational, the warning system could have given people more time to evacuate, scientists said",-1
1523,7770082027,weather,Sikkim plunged into chaos on Wednesday as floods spurred by heavy rain and an avalanche killed at least 19 people,-1
1524,7770082027,weather,It was one of the worst disasters in the region in 50 years.,-1
1525,7769799203,maritime,Further strikes on the cards at Chevron's Australian LNG plants - Splash247Workers at Chevron's two Australian LNG plants at Gorgon and Wheatstone have voted to go back on strike,-1
1526,7769799203,maritime,The two sites account for around 5 of all global LNG supply,-1
1527,7769799203,maritime,Unions accused the US energy major of reneging on commitments made last month to bring a previous three-week strike to an end,-1
1528,7769799203,maritime,"The unions must formally provide Chevron seven days' notice before any strikes can start, something which is tipped to happen on Monday",-1
1529,7769799203,maritime,Click here for more LNG news.,-1
1530,2023-10-121246266,weather,Early Warning System Likely At High-Risk Glacial Lakes In 2024: OfficialThere are 56 at-risk glacial lakes in India and the urgency to monitor them was stepped up after Lhonak Lake in the eastern Himalayas burst its banks two weeks ago,-1
1531,2023-10-121246266,weather,"If the systems had been installed, they could have given 90 minutes warning before floods engulfed homes and structures",-1
1532,2023-10-121246266,weather,Authorities will aim to set up some of these systems by next year to monitor the weather and environment at the lakes as a first component of an early warning system,-1
1533,2023-10-121246266,weather,The full system would be installed later based on the outcome of monitoring.,-1
1534,2023-10-121381291,weather,"Kolkata Dura Puja Committees Focus On Social Issues To Spread AwarenessAt Hazra Park Sarbojonin Durgotsav, one of the oldest pujas in the city, the hand-to-mouth survival tales of autorickshaw drivers have been narrated using replicas of the green and yellow three-wheelers adorning the marquee",-1
1535,2023-10-121381291,weather,"At Kashi Bose Lane puja pandal, the image of a caged woman behind the Durga idol and the sculpture of a young girl before the deity tries to generate awareness on abuse of women in society.",-1
1536,2023-10-121374854,train,Promoting Safe Travels: Virtual Reality Experience Screens at Birmingham New Street StationA virtual reality (VR) experience is being showcased at Birmingham New Street station in an effort to address sexual harassment,-1
1537,2023-10-121374854,train,"The event, organized by the rail industry and the British Transport Police, aims to educate individuals on how to recognize and intervene in such situations",-1
1538,2023-10-121374854,train,"UN Women UK reveals that sexual harassment is a prevalent issue, with 71 of women in the UK having experienced it in public spaces",-1
1539,2023-10-121374854,train,"The VR film being screened illustrates how small actions, such as offering to change seats or diverting the attention of the perpetrator, can prevent incidents from escalating.",-1
1540,7784613149,warehouse_fire,Tucson Speaks Out: October 16 letters of the dayThere is a lot of press about Joe Biden being too old to be president next term,-1
1541,7784613149,warehouse_fire,"Biden is 80, Trump is 77",-1
1542,7784613149,warehouse_fire,Not much difference,-1
1543,7784613149,warehouse_fire,Why are we not finding a way to use shipping containers to house the unhoused? Tucson and most of Arizona is very car dependent due to geography,-1
1544,7784613149,warehouse_fire,Our bus system runs every 30 minutes -- weekdays and hourly on weekends,-1
1545,7784613149,warehouse_fire,A guide to all 57 food vendors at this year's Tucson Meet Yourself festival,-1
1546,7784613149,warehouse_fire,"Drive-thru lobster? Yep, and it is coming to Tucson.",-1
1547,2023-10-121385209,train,South Africa Seeks Private Investors for Citrus Export Terminal - BNN BloombergThe terminal would be built at the Maydon Wharf precinct in Africa's biggest container port,-1
1548,2023-10-121385209,train,It would be operated by private investors before the concession went back to the state company after 25 years,-1
1549,2023-10-121385209,train,"Transnet, which is drawing criticism for operating some of the world's most inefficient ports, is seeking to have the private sector more involved in its business going forward to arrest its decline",-1
1550,2023-10-121385209,train,It is seeking private investors to build and operate an export terminal at its Durban port to export citrus and other fruit.,-1
1551,2023-10-121355036,train,"Five coaches of Ashti to Ahmednagar DEMU catches fire, no casualties reported  India News - Times of IndiaA fire broke out in five coaches of train number 01402 Ashti to Ahmednagar DEMU",-1
1552,2023-10-121355036,train,The fire was extinguished by around 4:10pm,-1
1553,2023-10-121355036,train,There was no information of any injury or casualty and causes of the fire was being ascertained,-1
1554,2023-10-121355036,train,"An accident relief train had been sent from Daund, the CRPO said, adding that an investigation into the incident had been initiated",-1
1555,2023-10-121355036,train,There were very few passengers on the train when the fire happened and they all managed to get down on time.,-1
1556,2023-10-121284837,weather,"Afghanistan is hit by fourth 6.3-magnitude quake in just over a weekNEW: Save the Children says four people have died, 153 injured",-1
1557,2023-10-121284837,weather,"NEW: Several villages have been destroyed, aid group says",-1
1558,2023-10-121284837,weather,"Quake's epicenter was about 20 miles outside Herat, the provincial capital",-1
1559,2023-10-121284837,weather,Quake comes just over a week after deadly quakes flattened entire villages in the same province.,-1
1560,2023-10-121284837,weather,"Taliban officials said the earlier quakes killed more than 2,000 people across the province, including more than 90 women and children",-1
1561,2023-10-121284837,weather,in one of the most destructive quakes in the country's recent history.,-1
1562,7784289139,maritime,"The Commodities Feed: Oil market remains nervousICE Brent settled 5.69 higher on the day, taking the front-month contract back above US90bbl - to its highest since early October",-1
1563,7784289139,maritime,Uncertainty and concern over the escalation of the Israel-Hamas war continue to support the oil market,-1
1564,7784289139,maritime,"China released its first batch of September trade data on Friday, which showed that crude oil imports averaged around 11.17MMbblsd over the month, down 11 MoM, but still up 14 YoY",-1
1565,7784289139,maritime,"US oil rig count increased by 4 last week to 501, the largest weekly increase since March.",-1
1566,7784804268,train,"Ukraine at D599: Stalled offensives and a complex cyber threat.The Institute for the Study of War (ISW) has been reporting that the major Russian offensive in the vicinity of Avdiivka, in the Donetsk Oblast, is flagging",-1
1567,7784804268,train,Ukrainian military officials say they have continued to repel Russian attacks against their positions,-1
1568,7784804268,train,"Russian milbloggers (and again, these tend to be hard-war ultras, so to a certain extent their complaints count as statements against interest) attribute some of the Russian difficulties to inability to clear Ukrainian minefields",-1
1569,7784804268,train,One milblogger repeats complaints that worn out gun tubes are reducing the accuracy of Russian artillery fire.,-1
1570,2023-10-121257751,train,Investigation launched into Flying Scotsman crash which left two...Rail Accident Investigation Branch launches investigation into Flying Scotsman crash,-1
1571,2023-10-121257751,train,100-year-old steam locomotive collided with stationary Belmond's Royal Scotsman passenger carriages at Aviemore Station in the Highlands,-1
1572,2023-10-121257751,train,One passenger and one staff member were taken to hospital after the crash,-1
1573,2023-10-121257751,train,Police Scotland said no criminality was established and referred the matter to RAIB,-1
1574,2023-10-121257751,train,Investigators will also consider the type of operation in use when the crash happened and the policies and procedures in place for managing this as well as any underlying management factors.,-1
1575,2023-10-121357943,warehouse_fire,The Indiscriminate Use of White Phosphorus - A War Crime?  Oye! TimesHuman Rights Watch (HRW) has determined that verified video and witness accounts show that Israel has used white phosphorus in military operations on both October 10th and 11th in Lebanon and the Gaza Strip respectively,-1
1576,2023-10-121357943,warehouse_fire,"As background, when white phosphorus is deployed in military Operations, it is contained in artillery shells, bombs and rockets",-1
1577,2023-10-121357943,warehouse_fire,"It ignites when it is exposed to oxgen, burning at more than 800 degrees Celsius (1500 degrees Fahrenheit), creating a thick white smoke",-1
1578,2023-10-121357943,warehouse_fire,Even small fragments have the capability of burning human flesh right the bone.,-1
1579,2023-10-121466632,warehouse_fire,"Biden POSTPONES trip to Colorado as fears of Middle East war growBiden had been due to visit CS wind, the world's largest facility for wind tower construction, which just so happens to be in the congressional district of far-right Republican Rep",-1
1580,2023-10-121466632,warehouse_fire,Lauren Boebert,-1
1581,2023-10-121466632,warehouse_fire,Meanwhile Israel continues to mass troops around the Gaza Strip ahead of an expected ground invasion amid warnings of a humanitarian disaster,-1
1582,2023-10-121466632,warehouse_fire,A day earlier he condemned an apparent hate crime in Illinois after a six-year-old Muslim boy was stabbed to death,-1
1583,2023-10-121466632,warehouse_fire,"The suspect, Joseph Czuba, 71, was charged with first-degree murder.",-1
1584,7784579440,air,Governor DeSantis welcomed over 270 evacuated Floridians from Israel at airportGovernor DeSantis signed an executive order to authorize rescue operations to bring home stranded Floridians via chartered planes,-1
1585,7784579440,air,CNN senior political correspondent Adam Kinzinger was quick to criticize the governor,-1
1586,7784579440,air,"The first plane carrying 300 Floridian home landed at Tampa International Airport on Sunday night and the governor and his wife, Casey, were there to greet them",-1
1587,7784579440,air,"Many people on the plane cried when it touched down in Tampa, he added",-1
1588,7784579440,air,"The rescuees included 91 children and four dogs, Bryan Stern, CEO of Project DYNAMO, said.",-1
1589,7783693750,weather,"Gaza on edge, 600,000 flee as Israeli troops prepare ground assaultIsrael is preparing a ground attack of the Gaza Strip in response to Hamas deadly attack on October 7",-1
1590,7783693750,weather,"More than 600,000 Gazans from Gaza City and its surroundings have relocated southward",-1
1591,7783693750,weather,Israels expected ground offensive was delayed to allow more civilians in Gaza to move south to avoid the incursion by the Israeli military,-1
1592,7783693750,weather,"Residents of the densely populated coastal strip had been given more time to move, the Israel Defence Forces (IDF) said",-1
1593,7783693750,weather,Israel has repeatedly accused the Islamist organisation of using its own population as human shields.,-1
1594,7784768473,train,Russian foreign minister to visit North Korea this weekSergei Lavrov will arrive in North Korea on October 18 and stay there for two days,-1
1595,7784768473,train,The announcement comes a month after North Korean dictator Kim Jong Un and his Russian counterpart Vladimir Putin met in Russia's Amur Oblast,-1
1596,7784768473,train,The YOU.S,-1
1597,7784768473,train,"accused North Korea of supplying Russia with arms for its war against Ukraine, including over 1,000 containers of military equipment and ammunition delivered between Sept",-1
1598,7784768473,train,7 and October 1,-1
1599,7784768473,train,Both North Korea and Russia have denied any weaponry supplies to each other.,-1
1600,2023-10-121170681,train,"CTA rolls out new track safety campaignJust under 1,200 people climbed onto CTA tracks in the first eight months of 2023",-1
1601,2023-10-121170681,train,"Suicide is the least common reason, followed by intoxication",-1
1602,2023-10-121170681,train,It is most common for riders to climb down for no known reason at all,-1
1603,2023-10-121170681,train,"CTA trains are powered by an electrified third rail, which carries 600 volts of electricity -- a potentially lethal amount.""We do see cases in which people are just goofing around,"" a CTA spokesperson says",-1
1604,2023-10-121170681,train,"""They just make the decision to go down there""",-1
1605,2023-10-121092606,maritime,"Australia fines X 386,000 for not doing enough to stop child abuseThe world is facing an unprecedented explosion in online child sexual exploitation and abuse and it is getting worse with every passing day, Julie Inman Grant, eSafety Commissioner, wrote in her report",-1
1606,2023-10-121092606,maritime,"Australia issued a fine of 610,500 Australian dollars (386,000) on Monday against X ,formerly known as Twitter, for falling short in disclosing information on how it tackles child sex abuse content",-1
1607,2023-10-121092606,maritime,"In February, I asked Twitter, TikTok, Google (including YouTube), Discord and Twitch what steps they are taking to tackle these crimes against children playing out on their services",-1
1608,2023-10-121092606,maritime,Their answers revealed similar troubling shortfalls and inconsistencies.,-1
1609,2023-10-121071468,maritime,Chevron LNG Workers Plan To Restart Strike Despite Ongoing Talks  OilPrice.comWorkers at Chevron's Australian facilities are still planning to restart their industrial action even as they continue negotiating with the company,-1
1610,2023-10-121071468,maritime,Industrial action first began in the middle of last month at the Gorgon and Wheatstone LNG projects,-1
1611,2023-10-121071468,maritime,"Chevron reached out to the Australian labor market regulator, the Fair Work Commission, to force the union to end the strike",-1
1612,2023-10-121071468,maritime,"Together, the two account for over 5 of global LNG production capacity, and any disruption or even the suggestion of disruption of supply immediately affects global L gas prices.",-1
1613,2023-10-120812229,weather,"Weather Today (October 16): Very Heavy Rains to Lash Kerala; Heavy Rainfall Over Himachal  Weather.comThe line of withdrawal of Southwest Monsoon continues to pass through Forbesganj, Malda, Vishakhapatnam, Nalgonda, Raichur and Vengurla",-1
1614,2023-10-120812229,weather,"Meanwhile, a Western Disturbance as a cyclonic circulation lies over Jammu division and adjoining Pakistan",-1
1615,2023-10-120812229,weather,A Low Pressure Area is likely to develop over Southeast and adjoining Eastcentral Arabian Sea around October 17,-1
1616,2023-10-120812229,weather,Light to moderate rainfall with isolated heavy rainfall accompanied by thunderstorms and lightning are in the books over Andaman  Nicobar Islands from October 16-19.,-1
1617,2023-10-120819701,train,Drivers left 'shaken' after being caught out by controversial bus lane trapThe pit in the road is designed to stop people from driving into the busway,-1
1618,2023-10-120819701,train,"It is wide enough for small vehicles to fall into but small enough that larger ones, such as buses, can pass over it",-1
1619,2023-10-120819701,train,"Warning signs are in place, yet some locals are complaining that up to five drivers are still getting stuck each week",-1
1620,2023-10-120819701,train,"The daughter of one of these drivers, who wishes to remain anonymous, says the incident has left both her parents shaken and traumatised",-1
1621,2023-10-120819701,train,"Their vehicle was seriously damaged in the drop, and they are finding out if it is repairable or a write off.",-1
1622,2023-10-120821341,weather,"6-year-old boy killed in anti-Muslim attack in Illinois, police sayWadea Al-Fayoume, 6, was stabbed 26 times at his Plainfield home by his landlord, Joseph Czuba, 71, investigators said",-1
1623,2023-10-120821341,weather,"His mother, 32, was also stabbed more than a dozen times, authorities said, adding she is at a hospital and is expected to survive",-1
1624,2023-10-120821341,weather,"The boy's Palestinian Muslim family came to America seeking what we all seek -- a refuge to live, learn, and pray in peace, President Joe Biden said in a statement",-1
1625,2023-10-120821341,weather,"The suspect did not provide a statement to detectives, but personnel were able to gather enough information through interviews and evidence.",-1
1626,2023-10-120818215,weather,"The Rafah border crossing, on Gaza's southern border with Egypt, is the only hope for Americans stuck in Gaza hoping to escape war.Palestinian American Jason Shawa, 55, heard the news that Rafah crossing, on Gaza's southern border with Egypt, will be opened Monday",-1
1627,2023-10-120818215,weather,Shawa's wife and children still do not have YOU.S,-1
1628,2023-10-120818215,weather,"passports, and he is received no official word to indicate that the border will actually be opening",-1
1629,2023-10-120818215,weather,"Mai Abushaban, a Palestinian American, is also fearful",-1
1630,2023-10-120818215,weather,She said that her mother and sister would attempt to cross into Egypt Monday,-1
1631,2023-10-120818215,weather,They became trapped in Gaza while visiting her sick grandfather.,-1
1632,2023-10-120865480,train,"Ukraine-Russia war - live: Putin suffers serious losses in largest offensive in monthsRussia has lost 127 tanks, 239 armoured personnel vehicles (APVs) and 161 artillery systems in a week, Kyiv has said as Vladimir Putin launches a sustained assault in the east of Ukraine",-1
1633,2023-10-120865480,train,The Independent cannot independently confirm Kyiv's numbers which come after Putin claimed Ukraine's counteroffensive completely failed,-1
1634,2023-10-120865480,train,Russia currently controls about 17.5 of Ukrainian territory and a four-month-old Ukrainian counteroffensive this year has resulted in almost no net territorial gains,-1
1635,2023-10-120865480,train,The conflict in eastern Ukraine began in 2014 after a pro-Russian president was toppled in Ukraine's Maidan Revolution.,-1
1636,2023-10-121079486,train,Postscript on the 2023 Referendum: Let Political Risk-Taking and Responsible Activism Distract from the Profound Negativity of Voice Result - The AIM NetworkAustralian voters have rejected a great opportunity to enshrine commitment to an advisory voice on indigenous people in the Australian constitution,-1
1637,2023-10-121079486,train,"For many older and disadvantaged Australians, the proposed constitutional changes were perceived to be threatening changes",-1
